"typ";"leitidee";"thema";"definition";"beispiel_id";"status"
"Scharparameter aus einer Integralbedingung bestimmen";"Analysis";"Funktionsscharen und Ortskurven";"Den Parameter einer Schar bestimmen, für den ein bestimmtes Integral einen vorgegebenen Wert hat.";"2025MerhoehtBAnalysisWTR1-1c";"neu"
"Faktorisierung von f(x) − t(x) nachweisen und weiteren Schnittpunkt von Tangente und Graph begründen";"Analysis";"Tangente, Normale, Schnittwinkel";"Eine vorgegebene Faktorisierung der Differenz aus Funktion und Tangente durch Termumformung nachweisen und daraus die weiteren gemeinsamen Punkte begründen.";"2025MerhoehtBAnalysisWTR1-1d";"neu"
"Integralwert: Anzahl der Lösungen einer Integralgleichung über gleitende Streifen am Graphen untersuchen";"Analysis";"Flächeninhalt durch Integration";"Grafisch untersuchen, wie viele k eine Gleichung ∫_k^{k+1} f = c erfüllen, indem der Streifen der Breite 1 verschoben und sein Inhalt mit c verglichen wird.";"2025MerhoehtBAnalysisWTR1-1e";"neu"
"Nullstellen und Werte: Gleichheit zweier Sachgrößen als Bedingung an den Funktionswert übersetzen und Stelle am Graphen ablesen";"Analysis";"Funktionsklassen und Eigenschaften";"Aus der Gleichheit zweier über Faktoren skalierter Funktionswerte den gesuchten Funktionswert berechnen und die zugehörige Stelle am Graphen ablesen.";"2025MerhoehtBAnalysisWTR1-2b";"neu"
"Gerade senkrecht zu einer gegebenen Tangente durch einen Punkt aufstellen";"Analysis";"Tangente, Normale, Schnittwinkel";"Die Gleichung der Normalen in einem Graphenpunkt (Steigung −1/f'(x₀)) oder einer Geraden durch einen Punkt senkrecht zu einer gegebenen Tangente aufstellen.";"2025MerhoehtBAnalysisWTR2-1b";"neu"
"Umkehrbarkeit auf einem Intervall begründen und Definitions- und Wertebereich der Umkehrfunktion angeben";"Analysis";"Umkehrfunktion";"Begründen, dass eine Funktion auf IR nicht, auf einem Monotonieintervall aber umkehrbar ist, und Definitions- und Wertebereich der Umkehrfunktion angeben.";"2025MerhoehtBAnalysisWTR2-1c";"neu"
"Integralwert: Flächenterm einer an y = x gespiegelten Figur über Rechteck und Integral begründen";"Analysis";"Flächeninhalt durch Integration";"Einen vorgegebenen Term aus Rechteck und Integral als Flächeninhalt einer Figur begründen, deren Rand durch Spiegelung des Graphen an y = x entsteht.";"2025MerhoehtBAnalysisWTR2-1d";"neu"
"Fläche: Flächeninhalt aus einem vorgegebenen Term mit Stammfunktion berechnen";"Analysis";"Flächeninhalt durch Integration";"Einen vorgegebenen Flächenterm mit Integral über eine gegebene Stammfunktion auswerten.";"2025MerhoehtBAnalysisWTR2-1e";"neu"
"Scharparameter den Graphen über Spiegelung und Extremstelle zuordnen";"Analysis";"Funktionsscharen und Ortskurven";"Abgebildete Graphen einer Schar den Parameterwerten zuordnen, indem ein Graph als Spiegelbild eines bekannten erkannt und die Extremstellen verglichen werden.";"2025MerhoehtBAnalysisWTR2-2a";"neu"
"Punktsymmetrie zweier Scharkurven zueinander aus einer Identität nachweisen und deuten";"Analysis";"Funktionsscharen und Ortskurven";"Eine Identität der Form g_k(−x) = −g_{−k}(x) nachrechnen und als Punktsymmetrie der Graphen von g_k und g_{−k} zueinander deuten.";"2025MerhoehtBAnalysisWTR2-2b";"neu"
"Vorzeichen aller Funktionswerte einer Schar am Term begründen";"Analysis";"Funktionsscharen und Ortskurven";"Am Funktionsterm begründen, dass eine Schar für jeden Parameter nur Werte eines Vorzeichens annimmt.";"2025MerhoehtBAnalysisWTR3-1b";"neu"
"Hochpunkt im Ursprung über das Vorzeichen begründen und Tiefstelle einer Schar berechnen";"Analysis";"Funktionsscharen und Ortskurven";"Den Hochpunkt einer Schar im Ursprung über die Wertebeschränkung begründen und die Tiefstelle in Abhängigkeit vom Parameter aus der Ableitung berechnen.";"2025MerhoehtBAnalysisWTR3-1c";"neu"
"Scharparameter für einen Extrempunkt als Quadratecke bestimmen und Flächeninhalt berechnen";"Analysis";"Funktionsscharen und Ortskurven";"Den Parameter bestimmen, für den ein Extrempunkt gleiche Koordinaten hat (Ecke eines Quadrats mit Seiten auf den Achsen), und den Flächeninhalt des Quadrats berechnen.";"2025MerhoehtBAnalysisWTR3-1d";"neu"
"Zeitpunkt für einen Anteil des Maximalwerts einer Sinusfunktion berechnen";"Analysis";"Gleichungen lösen";"Eine Gleichung k(x) = c mit einer Sinusfunktion rechnerisch lösen, wobei c ein Anteil des Maximalwerts ist, und die Lösung als Uhrzeit angeben.";"2025MerhoehtBAnalysisWTR3-2a";"neu"
"Nullstellen und Werte: Schnittstellen zweier Graphen im Sachzusammenhang ablesen";"Analysis";"Funktionsklassen und Eigenschaften";"Die Stellen, an denen zwei abgebildete Graphen gleiche Werte haben, ablesen und im Sachzusammenhang angeben.";"2025MerhoehtBAnalysisWTR3-2b";"neu"
"Integralwert: Vorzeichen eines Differenzintegrals über Flächenvergleich am Graphen begründen und im Sachzusammenhang deuten";"Analysis";"Flächeninhalt durch Integration";"Das Vorzeichen von ∫(k − h) über die Flächenstücke zwischen den Graphen begründen und die Aussage im Sachzusammenhang (Bilanz) deuten.";"2025MerhoehtBAnalysisWTR3-2d";"neu"
"Übergangsprozess: Stationäre Verteilung mit vorgegebener Gesamtzahl berechnen und einen Anteil beurteilen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Die stationäre Verteilung eines Übergangsprozesses bei fester Gesamtzahl über ein Gleichungssystem berechnen und einen Anteil mit einer Schranke vergleichen.";"2025MerhoehtBAGLAA1WTR-1b";"neu"
"Übergangsprozess: Größtmögliche Anzahl im Vorquartal über die inverse Matrix und Nichtnegativität bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Eine parametrisierte Verteilung mit der inversen Matrix zurückrechnen und aus der Zulässigkeit aller Komponenten die größtmögliche Anzahl im Vorzustand bestimmen.";"2025MerhoehtBAGLAA1WTR-1c";"neu"
"Koordinaten gespiegelter Eckpunkte aus den Symmetrieebenen eines Körpers angeben";"Analytische Geometrie";"Spiegelung";"Die Koordinaten weiterer Eckpunkte eines Körpers aus den gegebenen Punkten und den Symmetrieebenen (Koordinatenebenen) angeben.";"2025MerhoehtBAGLAA1WTR-2a";"neu"
"Fehlende Koordinate eines Punktes aus der Parallelität zweier Kanten bestimmen";"Analytische Geometrie";"Vektoren und Rechenoperationen";"Eine unbekannte Koordinate so bestimmen, dass zwei Kantenvektoren kollinear sind.";"2025MerhoehtBAGLAA1WTR-2b";"neu"
"Normalenvektor aus der Orthogonalität zu Vielfachen der Spannvektoren begründen";"Analytische Geometrie";"Ebenen";"Begründen, dass ein Vektor, der zu zwei Vielfachen der Spannvektoren einer Ebene senkrecht ist, Normalenvektor dieser Ebene ist.";"2025MerhoehtBAGLAA2WTR-1b";"neu"
"Scharebene für einen Parameterwert angeben und Schnittfigur mit der Pyramide einzeichnen";"Analytische Geometrie";"Scharen von Geraden und Ebenen";"Für einen Parameterwert die Gleichung der Scharebene angeben und die Schnittfigur mit einem Körper in das Schrägbild einzeichnen.";"2025MerhoehtBAGLAA2WTR-1d";"neu"
"Scharparameter für den minimalen Flächeninhalt eines Schnittdreiecks über die Orthogonalität zur Kante ermitteln";"Analytische Geometrie";"Scharen von Geraden und Ebenen";"Den Parameter ermitteln, für den ein Schnittdreieck mit fester Grundseite minimalen Flächeninhalt hat, indem die Höhe als Lot und die Ebene senkrecht zur Kante angesetzt wird.";"2025MerhoehtBAGLAA2WTR-1e";"neu"
"Parameter aus der Dichtefunktion ablesen und Bedingungen an Wahrscheinlichkeiten der Normalverteilung prüfen";"Stochastik";"Normalverteilung und Sigma-Regeln";"μ und σ aus dem Term der Dichtefunktion ablesen und mehrere Bedingungen an Erwartungswert und Unterschreitungswahrscheinlichkeiten prüfen.";"2025MerhoehtBStochastikWTR1-2a";"neu"
"Implikation zweier Wahrscheinlichkeitsbedingungen der Normalverteilung über eine Schranke für σ begründen";"Stochastik";"Normalverteilung und Sigma-Regeln";"Begründen, dass aus einer Unterschreitungsbedingung eine zweite folgt, indem aus der ersten eine Schranke für σ gewonnen und die Monotonie in σ genutzt wird.";"2025MerhoehtBStochastikWTR1-2b";"neu"
"Einzelwahrscheinlichkeit der Binomialverteilung mit dem Rechner ermitteln";"Stochastik";"Binomialverteilung";"P(X = k) einer Binomialverteilung mit dem Rechner ermitteln.";"2025MerhoehtBStochastikWTR2-1a";"neu"
"Wahrscheinlichkeit einer relativen Abweichung vom Erwartungswert nach oben berechnen";"Stochastik";"Binomialverteilung";"Den Erwartungswert berechnen, eine relative Abweichung nach oben in eine ganzzahlige Schranke übersetzen und P(X ≥ k) ermitteln.";"2025MerhoehtBStochastikWTR2-1b";"neu"
"Mindestanteil für eine Schranke des Fehlers zweiter Art ermitteln und den Fehler im Sachzusammenhang beschreiben";"Stochastik";"Hypothesentests";"Den kleinsten Anteil ermitteln, für den die Wahrscheinlichkeit des Fehlers zweiter Art eine Schranke nicht überschreitet, und den Fehler zweiter Art im Sachzusammenhang beschreiben.";"2025MerhoehtBStochastikWTR2-2d";"neu"
"Konfidenzintervall aus den Graphen der Grenzfunktionen ablesen und eine Vermutung auf Verträglichkeit beurteilen";"Stochastik";"Konfidenzintervalle";"Aus den Graphen der unteren und oberen Grenzfunktion das Konfidenzintervall zu einem Stichprobenanteil ablesen und prüfen, ob ein vermuteter Anteil darin liegt.";"2025MerhoehtBStochastikWTR3-2c";"neu"
"Verträglichkeit zweier Annahmen mit demselben Stichprobenanteil über den Stichprobenumfang beurteilen";"Stochastik";"Konfidenzintervalle";"Mit zwei Grenzgleichungen begründen, für welche Stichprobenumfänge ein Anteil mit der einen Annahme verträglich und mit der anderen unverträglich ist.";"2025MerhoehtBStochastikWTR3-2d";"neu"
"Nullstellen einer e-Funktion nachweisen und Tiefstelle berechnen";"Analysis";"Kurvenuntersuchung";"Die Nullstellen eines Produkts aus Polynom und e-Funktion über das Nullprodukt nachweisen und die Tiefstelle aus der gegebenen Ableitung berechnen.";"2024MgrundlegendBAnalysisWTR1-1b";"neu"
"Transformation: Graph eines in y-Richtung gestreckten Scharmitglieds begründen und skizzieren";"Analysis";"Funktionsklassen und Eigenschaften";"Ein Scharmitglied als in y-Richtung gestreckte Fassung eines abgebildeten Graphen erkennen, Folgerungen für Extrempunkte begründen und den Graphen skizzieren.";"2024MgrundlegendBAnalysisWTR1-1d";"neu"
"Scharparameter für einen vorgegebenen Flächeninhalt zwischen Graph und x-Achse bestimmen";"Analysis";"Funktionsscharen und Ortskurven";"Den Parameter einer Schar bestimmen, für den das vom Graphen und der x-Achse eingeschlossene Flächenstück einen vorgegebenen Inhalt hat.";"2024MgrundlegendBAnalysisWTR1-1e";"neu"
"Stammfunktionen mit der x-Achse als Tangente über die Nullstellen der Funktion ermitteln";"Analysis";"Stammfunktion und Hauptsatz";"Die Konstanten der Stammfunktionen ermitteln, deren Graphen die x-Achse berühren, über die Bedingung H(x0) + c = 0 an den Nullstellen von h.";"2024MgrundlegendBAnalysisWTR1-1f";"neu"
"Nullstellen und Werte: Stelle zu einem Funktionswert am Graphen im Sachzusammenhang ablesen";"Analysis";"Funktionsklassen und Eigenschaften";"Die Stelle ablesen, an der ein abgebildeter Graph einen vorgegebenen Wert annimmt, und sie im Sachzusammenhang angeben.";"2024MgrundlegendBAnalysisWTR1-2a";"neu"
"Wendepunkt als Zeitpunkt stärkster Zu- oder Abnahme im Sachzusammenhang deuten";"Analysis";"Kurvenuntersuchung";"Die Bedeutung eines Wendepunkts als Zeitpunkt der stärksten Zunahme (steigender Bereich) oder der stärksten Abnahme (fallender Bereich) einer Größe im Sachzusammenhang beschreiben; die Wendestelle ist gegeben oder wird abgelesen.";"2024MgrundlegendBAnalysisWTR1-2b";"neu"
"Aussage über zwei Größen anhand von Funktionsgraph und Ableitungsgraph beurteilen";"Analysis";"Ableitungsgraph und Funktionsgraph";"Eine Aussage über das Zusammenspiel zweier Größen beurteilen, wenn von der einen der Graph und von der anderen der Ableitungsgraph vorliegt.";"2024MgrundlegendBAnalysisWTR1-2c";"neu"
"Anfangsbestand aus Endbestand und Fläche unter dem Ableitungsgraphen ermitteln";"Analysis";"Rekonstruktion von Beständen";"Einen Bestand zu Beginn aus einem späteren Bestand und der am Ableitungsgraphen geschätzten Fläche (Integral der Änderungsrate) ermitteln.";"2024MgrundlegendBAnalysisWTR1-2d";"neu"
"Tiefpunkt angeben und Fehlen weiterer Extrempunkte über die Ableitung nachweisen";"Analysis";"Kurvenuntersuchung";"Den Tiefpunkt aus der Abbildung angeben und über die faktorisierte Ableitung nachweisen, dass eine weitere Nullstelle der Ableitung kein Extrempunkt ist.";"2024MgrundlegendBAnalysisWTR2-1a";"neu"
"Tangenten durch einen Punkt der y-Achse an den Graphen skizzieren";"Analysis";"Tangente, Normale, Schnittwinkel";"In die Abbildung Tangenten an den Graphen skizzieren, die durch einen vorgegebenen Punkt außerhalb des Graphen verlaufen.";"2024MgrundlegendBAnalysisWTR2-1c";"neu"
"Transformation: Streckfaktoren aus der Zuordnung zweier Punkte deuten und berechnen";"Analysis";"Funktionsklassen und Eigenschaften";"Die Bedeutung der Faktoren in g(x) = a · f(b · x) als Streckungen angeben und a und b aus der Zuordnung eines Punktes berechnen.";"2024MgrundlegendBAnalysisWTR2-1d";"neu"
"Differenzfunktion und ihr Maximum aus einem Lösungsweg im Sachzusammenhang deuten";"Analysis";"Kurvenuntersuchung";"Die Differenz zweier Sachfunktionen und die Schritte einer Extremwertbestimmung an ihr im Sachzusammenhang deuten.";"2024MgrundlegendBAnalysisWTR2-2c";"neu"
"Zurückgelegte Strecke aus dem Integral der Geschwindigkeit und einer Phase konstanter Geschwindigkeit berechnen";"Analysis";"Rekonstruktion von Beständen";"Einen Weg als Integral einer Geschwindigkeitsfunktion über die Beschleunigungsphase plus Produkt aus konstanter Geschwindigkeit und Zeit berechnen.";"2024MgrundlegendBAnalysisWTR2-2d";"neu"
"Nullstelle eines Differenzintegrals als Zeitpunkt gleicher Strecke deuten und ihre Lage begründen";"Analysis";"Rekonstruktion von Beständen";"Die Nullstelle von ∫_0^z (f − h) als Zeitpunkt gleicher zurückgelegter Strecke deuten und ihre Lage relativ zum Schnittpunkt der Geschwindigkeiten begründen.";"2024MgrundlegendBAnalysisWTR2-2e";"neu"
"Übergangsprozess: Spanne einer Komponente nach einem Schritt bei teilweise bekannter Verteilung ermitteln";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Bei nur teilweise bekannter Verteilung die Komponente nach einem Übergangsschritt als linearen Term einer Unbekannten aufstellen und Mindest- und Höchstwert ermitteln.";"2024MgrundlegendBAGLAA1WTR-1c";"neu"
"Unterschiedliche Beträge von Vektoren mit fester Komponentensumme über ein Beispiel begründen";"Analytische Geometrie";"Vektoren und Rechenoperationen";"Mit einem Beispiel entscheiden, ob Vektoren mit gleicher Komponentensumme verschiedene Beträge haben können.";"2024MgrundlegendBAGLAA1WTR-1e";"neu"
"Aussagen über Winkel zwischen Vektoren mit fester Komponentensumme beurteilen";"Analytische Geometrie";"Skalarprodukt und Winkel";"Aussagen über Winkel von 0° (Kollinearität) und 90° (Skalarprodukt null) zwischen Vektoren mit fester Komponentensumme beurteilen.";"2024MgrundlegendBAGLAA1WTR-1f";"neu"
"Punkt: Teilpunkte einer Strecke in drei gleiche Abschnitte berechnen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Die Koordinaten der Punkte berechnen, die eine Strecke in gleiche Abschnitte teilen.";"2024MgrundlegendBAGLAA2WTR1-1b";"neu"
"Innenwinkel zwischen Dachebene und vertikaler Wand über den Neigungswinkel berechnen";"Analytische Geometrie";"Skalarprodukt und Winkel";"Den Neigungswinkel einer Ebene gegen die Horizontale über Normalenvektoren berechnen und zum verlangten Innenwinkel gegen eine vertikale Wand ergänzen.";"2024MgrundlegendBAGLAA2WTR1-1c";"neu"
"Koordinatengleichung einer parallelen Ebene durch einen Punkt aufstellen";"Analytische Geometrie";"Ebenen";"Die Koordinatengleichung einer zu einer gegebenen Ebene parallelen Ebene durch einen Punkt aufstellen (gleicher Normalenvektor, Punkt einsetzen; Nebenleistung).";"2024MgrundlegendBAGLAA2WTR1-1c";"neu"
"Gerade und Ebene: Spurpunkt einer Lichtgeraden als Schatten auf der Wand aus einem Lösungsweg erläutern";"Analytische Geometrie";"Lagebeziehungen";"Einen vorgelegten Lösungsweg erläutern, in dem der Schnittpunkt einer Geraden in Lichtrichtung mit einer Koordinatenebene als Schattenpunkt bestimmt und seine Lage über Koordinatenbereiche gedeutet wird.";"2024MgrundlegendBAGLAA2WTR1-1d";"neu"
"Körper: Eckenzahl der Schnittvielecke einer Ebenenschar mit einem Körper und Sonderfälle angeben";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Für eine Schar von Ebenen die Eckenzahl des Schnittvielecks mit einem Körper in Abhängigkeit vom Parameter angeben und Sonderfälle (kongruente Schnitte, Symmetrieachsen) nennen.";"2024MgrundlegendBAGLAA2WTR1-1e";"neu"
"Körper: Oberflächeninhalt eines Prismas über einem rechtwinkligen Dreieck berechnen";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Den Oberflächeninhalt eines geraden Prismas aus zwei Dreiecksflächen und den Mantelrechtecken berechnen.";"2024MgrundlegendBAGLAA2WTR2-1a";"neu"
"Ebene Figur: Lage dreier Punkte auf einem Kreis über den Thaleskreis begründen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Begründen, dass drei Punkte auf einem Kreis mit gegebenem Mittelpunkt liegen, indem der Mittelpunkt als Streckenmitte und der rechte Winkel (Thales) erkannt werden.";"2024MgrundlegendBAGLAA2WTR2-1b";"neu"
"Punkt und Ebene: Aufgabenstellung zu einer Punktprobe auf einer Kante aus dem Lösungsweg formulieren";"Analytische Geometrie";"Lagebeziehungen";"Zu Lösungsschritten mit parametrisiertem Kantenpunkt und Einsetzen in eine Ebenengleichung die passende Aufgabenstellung angeben.";"2024MgrundlegendBAGLAA2WTR2-1d";"neu"
"Term und Ereignis: Schnittwahrscheinlichkeit zweier Ereignisse im Sachzusammenhang deuten";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Eine Gleichung der Form P(A ∩ B) = c im Sachzusammenhang in Worte übersetzen.";"2024MgrundlegendBStochastikWTR1-1a";"neu"
"Baumdiagramm mit aus einer Pfadwahrscheinlichkeit erschlossener Einzelwahrscheinlichkeit erstellen";"Stochastik";"Baumdiagramm und Pfadregeln";"Ein zweistufiges Baumdiagramm erstellen, dessen Einzelwahrscheinlichkeit erst aus einer gegebenen Pfadwahrscheinlichkeit erschlossen werden muss.";"2024MgrundlegendBStochastikWTR1-2a";"neu"
"Wahrscheinlichkeit für k Treffer unmittelbar hintereinander unter n Versuchen berechnen";"Stochastik";"Baumdiagramm und Pfadregeln";"Die Wahrscheinlichkeit berechnen, dass unter n Versuchen genau k Treffer auftreten und diese unmittelbar aufeinander folgen (Pfad mal Anzahl der Blocklagen).";"2024MgrundlegendBStochastikWTR1-2b";"neu"
"Wahrscheinlichkeit des Gegenereignisses einer Vereinigung nachweisen und als Ereignis angeben";"Stochastik";"Ereignisse und Mengenoperationen";"P(nicht A ∩ nicht B) als 1 − P(A ∪ B) nachweisen und das Ereignis im Sachzusammenhang angeben.";"2024MgrundlegendBStochastikWTR2-1a";"neu"
"Kleinste Umgebungsbreite unterhalb des Erwartungswerts für eine Mindestwahrscheinlichkeit ermitteln";"Stochastik";"Binomialverteilung";"Das kleinste k ermitteln, für das P(μ − k ≤ X ≤ μ) eine vorgegebene Schranke erreicht.";"2024MgrundlegendBStochastikWTR2-2b";"neu"
"Achsen des Graphen der Standardabweichung in Abhängigkeit von p skalieren und erläutern";"Stochastik";"Kenngrößen von Verteilungen";"In der Abbildung von σ(p) = √(np(1 − p)) die Achsen skalieren (p von 0 bis 1, σ über einen berechneten Gitterwert) und das Vorgehen erläutern.";"2024MgrundlegendBStochastikWTR2-3";"neu"
"Nullstellenfreiheit und Grenzwerte eines Bruchs mit e-Funktion am Term begründen";"Analysis";"Grenzwerte und Verhalten im Unendlichen";"Am Term eines Bruchs mit e-Funktion im Nenner begründen, dass es keine Nullstelle gibt, und die Grenzwerte für x → ±∞ angeben.";"2024MerhoehtBAnalysisWTR1-1a";"neu"
"Mittlere Steigung berechnen und Tangentensteigung im Wendepunkt grafisch bestimmen";"Analysis";"Ableitung und Änderungsrate";"Die mittlere Steigung über ein Intervall als Differenzenquotient berechnen und die Steigung im Wendepunkt durch Anlegen einer Tangente grafisch bestimmen.";"2024MerhoehtBAnalysisWTR1-1b";"neu"
"Achsensymmetrie des Ableitungsgraphen aus f'(−x) = f'(x) deuten und Graphen skizzieren";"Analysis";"Ableitungsgraph und Funktionsgraph";"Die Beziehung f'(−x) = f'(x) als Achsensymmetrie des Graphen von f' deuten und den Ableitungsgraphen in die Abbildung skizzieren.";"2024MerhoehtBAnalysisWTR1-1c";"neu"
"Nullstellen und Werte: Lage eines Graphen unterhalb der x-Achse über eine Logarithmus-Abschätzung beurteilen";"Analysis";"Funktionsklassen und Eigenschaften";"Eine Aussage über die Lage eines Graphen gegenüber der x-Achse über eine Abschätzung mit ln(e^x + 1) > x beurteilen.";"2024MerhoehtBAnalysisWTR1-1e";"neu"
"Anfangswert angeben und Zeitpunkt für einen Bestand bei logistischem Wachstum berechnen";"Analysis";"Gleichungen lösen";"Den Anfangswert einer logistischen Funktion angeben und den Zeitpunkt für einen vorgegebenen Bestand über eine Exponentialgleichung berechnen.";"2024MerhoehtBAnalysisWTR1-2b";"neu"
"Näherung durch die Tangente mit dem Funktionswert im Sachzusammenhang vergleichen";"Analysis";"Tangente, Normale, Schnittwinkel";"Den Wert einer Tangente (lineare Näherung) an einer Stelle mit dem Funktionswert vergleichen und das Ergebnis im Sachzusammenhang einordnen.";"2024MerhoehtBAnalysisWTR1-2c";"neu"
"Gleichungen eines Bestimmungssystems für Scharparameter im Sachzusammenhang deuten";"Analysis";"Funktionsscharen und Ortskurven";"Gleichungen wie Anfangswert, Grenzwert und Wert an einer Stelle, die die Parameter einer Schar festlegen, im Sachzusammenhang deuten.";"2024MerhoehtBAnalysisWTR1-2d";"neu"
"Scharparameter aus Anfangswert und Grenzwert über das Vorzeichen des Exponenten bestimmen";"Analysis";"Funktionsscharen und Ortskurven";"Parameter einer Schar mit e^{cx} aus Anfangswert und Grenzwert bestimmen, wobei das Vorzeichen von c erst aus dem Vergleich beider Werte folgt.";"2024MerhoehtBAnalysisWTR1-2e";"neu"
"Tiefpunkt einer Schar mit zwei Parametern nachweisen und Hochpunkt über die Punktsymmetrie begründen";"Analysis";"Funktionsscharen und Ortskurven";"Einen Tiefpunkt an einer parameterabhängigen Stelle über f' und f'' nachweisen und den Hochpunkt über die Punktsymmetrie des Graphen begründen.";"2024MerhoehtBAnalysisWTR2-1b";"neu"
"Scharparameter aus einer Nullstelle und einem Flächeninhalt bestimmen";"Analysis";"Funktionsscharen und Ortskurven";"Zwei Parameter einer Schar oder einer symmetrisch angesetzten Parabel aus einer vorgegebenen Nullstelle und dem Inhalt eines Flächenstücks zwischen Graph und x-Achse bestimmen.";"2024MerhoehtBAnalysisWTR2-1c";"neu"
"Flächeninhalt des Dreiecks aus Tangente, Gerade und x-Achse berechnen";"Analysis";"Tangente, Normale, Schnittwinkel";"Die Tangente in einem Punkt aufstellen, ihren Schnittpunkt mit einer gegebenen Geraden berechnen und den Flächeninhalt des mit der x-Achse gebildeten Dreiecks bestimmen.";"2024MerhoehtBAnalysisWTR2-1d";"neu"
"Mittelpunkte der Strecken zum Ursprung auf einem gegebenen Graphen allgemein nachweisen";"Analysis";"Funktionsscharen und Ortskurven";"Allgemein nachweisen, dass die Mittelpunkte der Strecken von Graphenpunkten zum Ursprung auf dem Graphen einer angegebenen Funktion liegen (Ortskurve).";"2024MerhoehtBAnalysisWTR2-1e";"neu"
"Eignung eines Modells über das Vorzeichen der Änderungsrate nach einer Nullstelle beurteilen";"Analysis";"Ableitung und Änderungsrate";"Begründen, dass eine Ratenfunktion jenseits einer Nullstelle mit Vorzeichenwechsel im Sachzusammenhang ungeeignet ist.";"2024MerhoehtBAnalysisWTR2-2c";"neu"
"Sekantenwinkel gegen eine Schranke am Graphen beurteilen";"Analysis";"Ableitung und Änderungsrate";"Ohne Rechnung beurteilen, ob die Sekante zwischen zwei Graphenpunkten einen Winkel unter einer Schranke hat, durch Vergleich mit einer eingezeichneten Hilfsgeraden.";"2024MerhoehtBAnalysisWTR3-1b";"neu"
"Maximalen Neigungswinkel über die Wendestelle berechnen und mit einer Schranke vergleichen";"Analysis";"Kurvenuntersuchung";"Die Stelle größter Steigung als Wendestelle bestimmen, den Steigungswinkel dort berechnen und mit einer Schranke vergleichen.";"2024MerhoehtBAnalysisWTR3-1c";"neu"
"Länge der Normalen vom Graphenpunkt bis zur x-Achse berechnen";"Analysis";"Tangente, Normale, Schnittwinkel";"Die Normale in einem Graphenpunkt aufstellen, ihre Nullstelle bestimmen und die Länge der Strecke vom Punkt bis zur x-Achse berechnen.";"2024MerhoehtBAnalysisWTR3-1d";"neu"
"Extrempunkt einer Schar mit Art nach dem Parametervorzeichen bestimmen";"Analysis";"Funktionsscharen und Ortskurven";"Den Extrempunkt einer Schar berechnen und seine Art in Abhängigkeit vom Vorzeichen des Parameters angeben.";"2024MerhoehtBAnalysisWTR3-2b";"neu"
"Abstand der y-Achsenabschnitte zweier benachbarter Scharkurven berechnen";"Analysis";"Funktionsscharen und Ortskurven";"Die Differenz der y-Achsenabschnitte von G_k und G_{k+1} berechnen.";"2024MerhoehtBAnalysisWTR3-2c";"neu"
"Spiegelung an der x-Achse als Scharmitglied nachweisen";"Analysis";"Funktionsscharen und Ortskurven";"Nachweisen, dass das Spiegelbild eines Schargraphen an der x-Achse wieder zur Schar gehört (−f_k = f_{−k}).";"2024MerhoehtBAnalysisWTR3-2d";"neu"
"Fläche: Gerade zur Halbierung der Fläche zwischen Scharkurve und Koordinatenachsen ermitteln";"Analysis";"Flächeninhalt durch Integration";"Die Gleichung einer Geraden durch die Nullstelle ermitteln, die die Fläche zwischen Graph und Koordinatenachsen halbiert (Dreiecksfläche gleich halbes Integral).";"2024MerhoehtBAnalysisWTR3-2e";"neu"
"Aufgabenstellung zu einer Extremwertaufgabe mit Dreiecksfläche aus dem Lösungsweg formulieren und Schritte erläutern";"Analysis";"Extremalprobleme";"Zu Lösungsschritten (Zielfunktion, notwendige und hinreichende Bedingung, Maximalwert) die passende Extremwertaufgabe formulieren und die Schritte erläutern.";"2024MerhoehtBAnalysisWTR3-2f";"neu"
"Übergangsprozess: Matrixparameter aus einer Komponente nach zwei Schritten bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Einen unbekannten Eintrag der Übergangsmatrix aus einer vorgegebenen Komponente des Vektors nach zwei Übergangsschritten bestimmen.";"2024MerhoehtBAGLAA1WTR-1b";"neu"
"Matrizenalgebra: Konstanten Faktor der Komponentensumme von Q · u über die Spaltensummen nachweisen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Für einen allgemeinen Vektor u nachweisen, dass die Komponentensumme von Q · u ein festes Vielfaches der Komponentensumme von u ist (gleiche Spaltensummen).";"2024MerhoehtBAGLAA1WTR-1c";"neu"
"Übergangsprozess: Zeitpunkt für das Unterschreiten eines Anteils der Populationsgröße über einen konstanten Faktor bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Aus einem konstanten Faktor je Schritt die Anzahl der Schritte bestimmen, nach der die Gesamtgröße erstmals unter einen Anteil des Anfangswerts fällt (Exponentialungleichung).";"2024MerhoehtBAGLAA1WTR-1d";"neu"
