"kennung";"jahr";"niveau";"teil";"sachgebiet";"gruppe";"hilfsmittel";"nr";"papier";"stapel";"seiten";"dublette_von"
"2021MerhoehtAStochastik13";"2021";"erhoeht";"A";"Stochastik";"1";"";"3";"2021-iqb-ea";"2021-ea-A";"2";""
"2021MerhoehtAStochastik21";"2021";"erhoeht";"A";"Stochastik";"2";"";"1";"2021-iqb-ea";"2021-ea-A";"2";""
"2021MerhoehtAStochastik22";"2021";"erhoeht";"A";"Stochastik";"2";"";"2";"2021-iqb-ea";"2021-ea-A";"2";""
"2021MerhoehtBAnalysisWTR1";"2021";"erhoeht";"B";"Analysis";"";"WTR";"1";"2021-iqb-ea";"2021-ea-B";"4";""
"2021MerhoehtBAnalysisWTR2";"2021";"erhoeht";"B";"Analysis";"";"WTR";"2";"2021-iqb-ea";"2021-ea-B";"4";""
"2021MerhoehtBAnalysisCAS";"2021";"erhoeht";"B";"Analysis";"";"CAS";"";"2021-iqb-ea-mms";"2021-ea-B";"5";""
"2021MerhoehtBAGLAA1WTR";"2021";"erhoeht";"B";"AG/LA (A1)";"";"WTR";"";"2021-iqb-ea";"2021-ea-B";"4";""
"2021MerhoehtBAGLAA1CAS";"2021";"erhoeht";"B";"AG/LA (A1)";"";"CAS";"";"2021-iqb-ea-mms";"2021-ea-B";"5";""
"2021MerhoehtBAGLAA2WTR";"2021";"erhoeht";"B";"AG/LA (A2)";"";"WTR";"";"2021-iqb-ea";"2021-ea-B";"3";""
"2021MerhoehtBAGLAA2CAS";"2021";"erhoeht";"B";"AG/LA (A2)";"";"CAS";"";"2021-iqb-ea-mms";"2021-ea-B";"3";""
"2021MerhoehtBStochastikWTR";"2021";"erhoeht";"B";"Stochastik";"";"WTR";"";"2021-iqb-ea";"2021-ea-B";"4";""
"2021MerhoehtBStochastikCAS1";"2021";"erhoeht";"B";"Stochastik";"";"CAS";"1";"2021-iqb-ea-mms";"2021-ea-B";"4";""
"2021MerhoehtBStochastikCAS2";"2021";"erhoeht";"B";"Stochastik";"";"CAS";"2";"2021-iqb-ea-mms";"2021-ea-B";"3";""
"2020MgrundlegendAAnalysis11";"2020";"grundlegend";"A";"Analysis";"1";"";"1";"2020-iqb-ga";"2020-ga-A";"2";""
"2020MgrundlegendAAnalysis12";"2020";"grundlegend";"A";"Analysis";"1";"";"2";"2020-iqb-ga";"2020-ga-A";"2";""
"2020MgrundlegendAAGLAA111";"2020";"grundlegend";"A";"AG/LA (A1)";"1";"";"1";"2020-iqb-ga";"2020-ga-A";"2";""
"2020MgrundlegendAAGLAA112";"2020";"grundlegend";"A";"AG/LA (A1)";"1";"";"2";"2020-iqb-ga";"2020-ga-A";"2";""
"2020MgrundlegendAAGLAA12";"2020";"grundlegend";"A";"AG/LA (A1)";"2";"";"";"2020-iqb-ga";"2020-ga-A";"2";""
"2020MgrundlegendAAGLAA211";"2020";"grundlegend";"A";"AG/LA (A2)";"1";"";"1";"2020-iqb-ga";"2020-ga-A";"2";""
"2020MgrundlegendAAGLAA212";"2020";"grundlegend";"A";"AG/LA (A2)";"1";"";"2";"2020-iqb-ga";"2020-ga-A";"2";""
"2020MgrundlegendAStochastik11";"2020";"grundlegend";"A";"Stochastik";"1";"";"1";"2020-iqb-ga";"2020-ga-A";"2";""
"2020MgrundlegendAStochastik12";"2020";"grundlegend";"A";"Stochastik";"1";"";"2";"2020-iqb-ga";"2020-ga-A";"2";""
"2020MgrundlegendAStochastik2";"2020";"grundlegend";"A";"Stochastik";"2";"";"";"2020-iqb-ga";"2020-ga-A";"2";""
"2020MgrundlegendBAnalysisWTR1";"2020";"grundlegend";"B";"Analysis";"";"WTR";"1";"2020-iqb-ga";"2020-ga-B";"4";""
"2020MgrundlegendBAnalysisWTR2";"2020";"grundlegend";"B";"Analysis";"";"WTR";"2";"2020-iqb-ga";"2020-ga-B";"4";""
"2020MgrundlegendBAnalysisCAS1";"2020";"grundlegend";"B";"Analysis";"";"CAS";"1";"2020-iqb-ga-mms";"2020-ga-B";"4";""
"2020MgrundlegendBAnalysisCAS2";"2020";"grundlegend";"B";"Analysis";"";"CAS";"2";"2020-iqb-ga-mms";"2020-ga-B";"4";""
"2020MgrundlegendBAGLAA1WTR";"2020";"grundlegend";"B";"AG/LA (A1)";"";"WTR";"";"2020-iqb-ga";"2020-ga-B";"4";""
"2020MgrundlegendBAGLAA1CAS";"2020";"grundlegend";"B";"AG/LA (A1)";"";"CAS";"";"2020-iqb-ga-mms";"2020-ga-B";"4";""
"2020MgrundlegendBAGLAA2WTR";"2020";"grundlegend";"B";"AG/LA (A2)";"";"WTR";"";"2020-iqb-ga";"2020-ga-B";"3";""
"2020MgrundlegendBAGLAA2CAS1";"2020";"grundlegend";"B";"AG/LA (A2)";"";"CAS";"1";"2020-iqb-ga-mms";"2020-ga-B";"3";""
"2020MgrundlegendBAGLAA2CAS2";"2020";"grundlegend";"B";"AG/LA (A2)";"";"CAS";"2";"2020-iqb-ga-mms";"2020-ga-B";"3";""
"2020MgrundlegendBStochastikWTR1";"2020";"grundlegend";"B";"Stochastik";"";"WTR";"1";"2020-iqb-ga";"2020-ga-B";"3";""
"2020MgrundlegendBStochastikWTR2";"2020";"grundlegend";"B";"Stochastik";"";"WTR";"2";"2020-iqb-ga";"2020-ga-B";"4";""
"2020MgrundlegendBStochastikCAS1";"2020";"grundlegend";"B";"Stochastik";"";"CAS";"1";"2020-iqb-ga-mms";"2020-ga-B";"3";""
"2020MgrundlegendBStochastikCAS2";"2020";"grundlegend";"B";"Stochastik";"";"CAS";"2";"2020-iqb-ga-mms";"2020-ga-B";"3";""
"2020MerhoehtAAnalysis11";"2020";"erhoeht";"A";"Analysis";"1";"";"1";"2020-iqb-ea";"2020-ea-A";"2";""
"2020MerhoehtAAnalysis12";"2020";"erhoeht";"A";"Analysis";"1";"";"2";"2020-iqb-ea";"2020-ea-A";"2";""
"2020MerhoehtAAnalysis13";"2020";"erhoeht";"A";"Analysis";"1";"";"3";"2020-iqb-ea";"2020-ea-A";"2";""
"2020MerhoehtAAnalysis21";"2020";"erhoeht";"A";"Analysis";"2";"";"1";"2020-iqb-ea";"2020-ea-A";"2";""
"2020MerhoehtAAnalysis22";"2020";"erhoeht";"A";"Analysis";"2";"";"2";"2020-iqb-ea";"2020-ea-A";"2";""
"2020MerhoehtAAGLAA11";"2020";"erhoeht";"A";"AG/LA (A1)";"1";"";"";"2020-iqb-ea";"2020-ea-A";"2";""
"2020MerhoehtAAGLAA12";"2020";"erhoeht";"A";"AG/LA (A1)";"2";"";"";"2020-iqb-ea";"2020-ea-A";"2";""
"2020MerhoehtAAGLAA211";"2020";"erhoeht";"A";"AG/LA (A2)";"1";"";"1";"2020-iqb-ea";"2020-ea-A";"2";""
"2020MerhoehtAAGLAA212";"2020";"erhoeht";"A";"AG/LA (A2)";"1";"";"2";"2020-iqb-ea";"2020-ea-A";"2";""
"2020MerhoehtAAGLAA22";"2020";"erhoeht";"A";"AG/LA (A2)";"2";"";"";"2020-iqb-ea";"2020-ea-A";"2";""
"2020MerhoehtAStochastik11";"2020";"erhoeht";"A";"Stochastik";"1";"";"1";"2020-iqb-ea";"2020-ea-A";"2";""
"2020MerhoehtAStochastik12";"2020";"erhoeht";"A";"Stochastik";"1";"";"2";"2020-iqb-ea";"2020-ea-A";"2";""
"2020MerhoehtAStochastik13";"2020";"erhoeht";"A";"Stochastik";"1";"";"3";"2020-iqb-ea";"2020-ea-A";"2";""
"2020MerhoehtAStochastik21";"2020";"erhoeht";"A";"Stochastik";"2";"";"1";"2020-iqb-ea";"2020-ea-A";"2";""
"2020MerhoehtAStochastik22";"2020";"erhoeht";"A";"Stochastik";"2";"";"2";"2020-iqb-ea";"2020-ea-A";"2";""
"2020MerhoehtBAnalysisWTR1";"2020";"erhoeht";"B";"Analysis";"";"WTR";"1";"2020-iqb-ea";"2020-ea-B";"4";""
"2020MerhoehtBAnalysisWTR2";"2020";"erhoeht";"B";"Analysis";"";"WTR";"2";"2020-iqb-ea";"2020-ea-B";"5";""
"2020MerhoehtBAnalysisWTR3";"2020";"erhoeht";"B";"Analysis";"";"WTR";"3";"2020-iqb-ea";"2020-ea-B";"5";""
"2020MerhoehtBAnalysisCAS1";"2020";"erhoeht";"B";"Analysis";"";"CAS";"1";"2020-iqb-ea-mms";"2020-ea-B";"4";""
"2020MerhoehtBAnalysisCAS2";"2020";"erhoeht";"B";"Analysis";"";"CAS";"2";"2020-iqb-ea-mms";"2020-ea-B";"5";""
"2020MerhoehtBAGLAA1WTR";"2020";"erhoeht";"B";"AG/LA (A1)";"";"WTR";"";"2020-iqb-ea";"2020-ea-B";"4";""
"2020MerhoehtBAGLAA1CAS";"2020";"erhoeht";"B";"AG/LA (A1)";"";"CAS";"";"2020-iqb-ea-mms";"2020-ea-B";"4";""
"2020MerhoehtBAGLAA2WTR1";"2020";"erhoeht";"B";"AG/LA (A2)";"";"WTR";"1";"2020-iqb-ea";"2020-ea-B";"4";""
"2020MerhoehtBAGLAA2WTR2";"2020";"erhoeht";"B";"AG/LA (A2)";"";"WTR";"2";"2020-iqb-ea";"2020-ea-B";"4";""
"2020MerhoehtBAGLAA2CAS1";"2020";"erhoeht";"B";"AG/LA (A2)";"";"CAS";"1";"2020-iqb-ea-mms";"2020-ea-B";"4";""
"2020MerhoehtBAGLAA2CAS2";"2020";"erhoeht";"B";"AG/LA (A2)";"";"CAS";"2";"2020-iqb-ea-mms";"2020-ea-B";"3";""
"2020MerhoehtBStochastikWTR1";"2020";"erhoeht";"B";"Stochastik";"";"WTR";"1";"2020-iqb-ea";"2020-ea-B";"3";""
"2020MerhoehtBStochastikWTR2";"2020";"erhoeht";"B";"Stochastik";"";"WTR";"2";"2020-iqb-ea";"2020-ea-B";"4";""
"2020MerhoehtBStochastikCAS1";"2020";"erhoeht";"B";"Stochastik";"";"CAS";"1";"2020-iqb-ea-mms";"2020-ea-B";"3";""
"2020MerhoehtBStochastikCAS2";"2020";"erhoeht";"B";"Stochastik";"";"CAS";"2";"2020-iqb-ea-mms";"2020-ea-B";"4";""
"2019MgrundlegendAAnalysis11";"2019";"grundlegend";"A";"Analysis";"1";"";"1";"2019-iqb-ga";"2019-ga-A";"2";""
"2019MgrundlegendAAnalysis12";"2019";"grundlegend";"A";"Analysis";"1";"";"2";"2019-iqb-ga";"2019-ga-A";"2";""
"2019MgrundlegendAAnalysis2";"2019";"grundlegend";"A";"Analysis";"2";"";"";"2019-iqb-ga";"2019-ga-A";"2";""
"2019MgrundlegendAAGLAA11";"2019";"grundlegend";"A";"AG/LA (A1)";"1";"";"";"2019-iqb-ga";"2019-ga-A";"2";""
"2019MgrundlegendAAGLAA12";"2019";"grundlegend";"A";"AG/LA (A1)";"2";"";"";"2019-iqb-ga";"2019-ga-A";"2";""
"2019MgrundlegendAAGLAA211";"2019";"grundlegend";"A";"AG/LA (A2)";"1";"";"1";"2019-iqb-ga";"2019-ga-A";"2";""
"2019MgrundlegendAAGLAA212";"2019";"grundlegend";"A";"AG/LA (A2)";"1";"";"2";"2019-iqb-ga";"2019-ga-A";"2";""
"2019MgrundlegendAAGLAA22";"2019";"grundlegend";"A";"AG/LA (A2)";"2";"";"";"2019-iqb-ga";"2019-ga-A";"2";""
"2019MgrundlegendAStochastik11";"2019";"grundlegend";"A";"Stochastik";"1";"";"1";"2019-iqb-ga";"2019-ga-A";"2";""
"2019MgrundlegendAStochastik12";"2019";"grundlegend";"A";"Stochastik";"1";"";"2";"2019-iqb-ga";"2019-ga-A";"2";""
"2019MgrundlegendAStochastik2";"2019";"grundlegend";"A";"Stochastik";"2";"";"";"2019-iqb-ga";"2019-ga-A";"2";""
"2019MgrundlegendBAnalysisWTR1";"2019";"grundlegend";"B";"Analysis";"";"WTR";"1";"2019-iqb-ga";"2019-ga-B";"5";""
"2019MgrundlegendBAnalysisWTR2";"2019";"grundlegend";"B";"Analysis";"";"WTR";"2";"2019-iqb-ga";"2019-ga-B";"4";""
"2019MgrundlegendBAnalysisCAS";"2019";"grundlegend";"B";"Analysis";"";"CAS";"";"2019-iqb-ga-mms";"2019-ga-B";"6";""
"2019MgrundlegendBAGLAA1WTR";"2019";"grundlegend";"B";"AG/LA (A1)";"";"WTR";"";"2019-iqb-ga";"2019-ga-B";"4";""
"2019MgrundlegendBAGLAA1CAS";"2019";"grundlegend";"B";"AG/LA (A1)";"";"CAS";"";"2019-iqb-ga-mms";"2019-ga-B";"5";""
"2019MgrundlegendBAGLAA2WTR1";"2019";"grundlegend";"B";"AG/LA (A2)";"";"WTR";"1";"2019-iqb-ga";"2019-ga-B";"3";""
"2019MgrundlegendBAGLAA2WTR2";"2019";"grundlegend";"B";"AG/LA (A2)";"";"WTR";"2";"2019-iqb-ga";"2019-ga-B";"4";""
"2019MgrundlegendBAGLAA2CAS1";"2019";"grundlegend";"B";"AG/LA (A2)";"";"CAS";"1";"2019-iqb-ga-mms";"2019-ga-B";"4";""
"2019MgrundlegendBAGLAA2CAS2";"2019";"grundlegend";"B";"AG/LA (A2)";"";"CAS";"2";"2019-iqb-ga-mms";"2019-ga-B";"4";""
"2019MgrundlegendBStochastikWTR1";"2019";"grundlegend";"B";"Stochastik";"";"WTR";"1";"2019-iqb-ga";"2019-ga-B";"3";""
"2019MgrundlegendBStochastikWTR2";"2019";"grundlegend";"B";"Stochastik";"";"WTR";"2";"2019-iqb-ga";"2019-ga-B";"3";""
"2019MgrundlegendBStochastikWTR3";"2019";"grundlegend";"B";"Stochastik";"";"WTR";"3";"2019-iqb-ga";"2019-ga-B";"3";""
"2019MgrundlegendBStochastikCAS1";"2019";"grundlegend";"B";"Stochastik";"";"CAS";"1";"2019-iqb-ga-mms";"2019-ga-B";"3";""
"2019MgrundlegendBStochastikCAS2";"2019";"grundlegend";"B";"Stochastik";"";"CAS";"2";"2019-iqb-ga-mms";"2019-ga-B";"3";""
"2019MerhoehtAAnalysis11";"2019";"erhoeht";"A";"Analysis";"1";"";"1";"2019-iqb-ea";"2019-ea-A";"2";""
"2019MerhoehtAAnalysis12";"2019";"erhoeht";"A";"Analysis";"1";"";"2";"2019-iqb-ea";"2019-ea-A";"2";""
"2019MerhoehtAAnalysis2";"2019";"erhoeht";"A";"Analysis";"2";"";"";"2019-iqb-ea";"2019-ea-A";"2";""
"2019MerhoehtAAGLAA11";"2019";"erhoeht";"A";"AG/LA (A1)";"1";"";"";"2019-iqb-ea";"2019-ea-A";"2";""
"2019MerhoehtAAGLAA12";"2019";"erhoeht";"A";"AG/LA (A1)";"2";"";"";"2019-iqb-ea";"2019-ea-A";"2";""
"2019MerhoehtAAGLAA21";"2019";"erhoeht";"A";"AG/LA (A2)";"1";"";"";"2019-iqb-ea";"2019-ea-A";"2";""
"2019MerhoehtAAGLAA22";"2019";"erhoeht";"A";"AG/LA (A2)";"2";"";"";"2019-iqb-ea";"2019-ea-A";"2";""
"2019MerhoehtAStochastik11";"2019";"erhoeht";"A";"Stochastik";"1";"";"1";"2019-iqb-ea";"2019-ea-A";"2";""
"2019MerhoehtAStochastik12";"2019";"erhoeht";"A";"Stochastik";"1";"";"2";"2019-iqb-ea";"2019-ea-A";"2";""
"2019MerhoehtAStochastik2";"2019";"erhoeht";"A";"Stochastik";"2";"";"";"2019-iqb-ea";"2019-ea-A";"2";""
"2019MerhoehtBAnalysisWTR1";"2019";"erhoeht";"B";"Analysis";"";"WTR";"1";"2019-iqb-ea";"2019-ea-B";"5";""
"2019MerhoehtBAnalysisWTR2";"2019";"erhoeht";"B";"Analysis";"";"WTR";"2";"2019-iqb-ea";"2019-ea-B";"5";""
"2019MerhoehtBAnalysisWTR3";"2019";"erhoeht";"B";"Analysis";"";"WTR";"3";"2019-iqb-ea";"2019-ea-B";"5";""
"2019MerhoehtBAnalysisCAS1";"2019";"erhoeht";"B";"Analysis";"";"CAS";"1";"2019-iqb-ea-mms";"2019-ea-B";"6";""
"2019MerhoehtBAnalysisCAS2";"2019";"erhoeht";"B";"Analysis";"";"CAS";"2";"2019-iqb-ea-mms";"2019-ea-B";"5";""
"2019MerhoehtBAGLAA1WTR";"2019";"erhoeht";"B";"AG/LA (A1)";"";"WTR";"";"2019-iqb-ea";"2019-ea-B";"4";""
"2019MerhoehtBAGLAA1CAS";"2019";"erhoeht";"B";"AG/LA (A1)";"";"CAS";"";"2019-iqb-ea-mms";"2019-ea-B";"5";""
"2019MerhoehtBAGLAA2WTR1";"2019";"erhoeht";"B";"AG/LA (A2)";"";"WTR";"1";"2019-iqb-ea";"2019-ea-B";"4";""
"2019MerhoehtBAGLAA2WTR2";"2019";"erhoeht";"B";"AG/LA (A2)";"";"WTR";"2";"2019-iqb-ea";"2019-ea-B";"4";""
"2019MerhoehtBAGLAA2WTR3";"2019";"erhoeht";"B";"AG/LA (A2)";"";"WTR";"3";"2019-iqb-ea";"2019-ea-B";"4";""
"2019MerhoehtBAGLAA2CAS1";"2019";"erhoeht";"B";"AG/LA (A2)";"";"CAS";"1";"2019-iqb-ea-mms";"2019-ea-B";"4";""
"2019MerhoehtBAGLAA2CAS2";"2019";"erhoeht";"B";"AG/LA (A2)";"";"CAS";"2";"2019-iqb-ea-mms";"2019-ea-B";"4";""
"2019MerhoehtBStochastikWTR1";"2019";"erhoeht";"B";"Stochastik";"";"WTR";"1";"2019-iqb-ea";"2019-ea-B";"4";""
"2019MerhoehtBStochastikWTR2";"2019";"erhoeht";"B";"Stochastik";"";"WTR";"2";"2019-iqb-ea";"2019-ea-B";"4";""
"2019MerhoehtBStochastikWTR3";"2019";"erhoeht";"B";"Stochastik";"";"WTR";"3";"2019-iqb-ea";"2019-ea-B";"4";""
"2019MerhoehtBStochastikCAS1";"2019";"erhoeht";"B";"Stochastik";"";"CAS";"1";"2019-iqb-ea-mms";"2019-ea-B";"4";""
"2019MerhoehtBStochastikCAS2";"2019";"erhoeht";"B";"Stochastik";"";"CAS";"2";"2019-iqb-ea-mms";"2019-ea-B";"4";""
"2018MgrundlegendAAnalysis11";"2018";"grundlegend";"A";"Analysis";"1";"";"1";"2018-iqb-ga";"2018-ga-A";"2";""
"2018MgrundlegendAAnalysis12";"2018";"grundlegend";"A";"Analysis";"1";"";"2";"2018-iqb-ga";"2018-ga-A";"2";""
"2018MgrundlegendAAnalysis2";"2018";"grundlegend";"A";"Analysis";"2";"";"";"2018-iqb-ga";"2018-ga-A";"2";""
"2018MgrundlegendAAGLAA111";"2018";"grundlegend";"A";"AG/LA (A1)";"1";"";"1";"2018-iqb-ga";"2018-ga-A";"2";""
"2018MgrundlegendAAGLAA112";"2018";"grundlegend";"A";"AG/LA (A1)";"1";"";"2";"2018-iqb-ga";"2018-ga-A";"3";""
"2018MgrundlegendAAGLAA12";"2018";"grundlegend";"A";"AG/LA (A1)";"2";"";"";"2018-iqb-ga";"2018-ga-A";"2";""
"2018MgrundlegendAAGLAA211";"2018";"grundlegend";"A";"AG/LA (A2)";"1";"";"1";"2018-iqb-ga";"2018-ga-A";"2";""
"2018MgrundlegendAAGLAA212";"2018";"grundlegend";"A";"AG/LA (A2)";"1";"";"2";"2018-iqb-ga";"2018-ga-A";"2";""
"2018MgrundlegendAAGLAA22";"2018";"grundlegend";"A";"AG/LA (A2)";"2";"";"";"2018-iqb-ga";"2018-ga-A";"2";""
"2018MgrundlegendAStochastik11";"2018";"grundlegend";"A";"Stochastik";"1";"";"1";"2018-iqb-ga";"2018-ga-A";"2";""
"2018MgrundlegendAStochastik12";"2018";"grundlegend";"A";"Stochastik";"1";"";"2";"2018-iqb-ga";"2018-ga-A";"2";""
"2018MgrundlegendAStochastik2";"2018";"grundlegend";"A";"Stochastik";"2";"";"";"2018-iqb-ga";"2018-ga-A";"2";""
"2018MgrundlegendBAnalysisWTR";"2018";"grundlegend";"B";"Analysis";"";"WTR";"";"2018-iqb-ga";"2018-ga-B";"5";""
"2018MgrundlegendBAnalysisCAS1";"2018";"grundlegend";"B";"Analysis";"";"CAS";"1";"2018-iqb-ga-mms";"2018-ga-B";"5";""
"2018MgrundlegendBAnalysisCAS2";"2018";"grundlegend";"B";"Analysis";"";"CAS";"2";"2018-iqb-ga-mms";"2018-ga-B";"4";""
"2018MgrundlegendBAGLAA1WTR";"2018";"grundlegend";"B";"AG/LA (A1)";"";"WTR";"";"2018-iqb-ga";"2018-ga-B";"4";""
"2018MgrundlegendBAGLAA2WTR1";"2018";"grundlegend";"B";"AG/LA (A2)";"";"WTR";"1";"2018-iqb-ga";"2018-ga-B";"3";""
"2018MgrundlegendBAGLAA2WTR2";"2018";"grundlegend";"B";"AG/LA (A2)";"";"WTR";"2";"2018-iqb-ga";"2018-ga-B";"3";""
"2018MgrundlegendBAGLAA2CAS1";"2018";"grundlegend";"B";"AG/LA (A2)";"";"CAS";"1";"2018-iqb-ga-mms";"2018-ga-B";"4";""
"2018MgrundlegendBAGLAA2CAS2";"2018";"grundlegend";"B";"AG/LA (A2)";"";"CAS";"2";"2018-iqb-ga-mms";"2018-ga-B";"4";""
"2018MgrundlegendBStochastikWTR1";"2018";"grundlegend";"B";"Stochastik";"";"WTR";"1";"2018-iqb-ga";"2018-ga-B";"3";""
"2018MgrundlegendBStochastikWTR2";"2018";"grundlegend";"B";"Stochastik";"";"WTR";"2";"2018-iqb-ga";"2018-ga-B";"3";""
"2018MgrundlegendBStochastikWTR3";"2018";"grundlegend";"B";"Stochastik";"";"WTR";"3";"2018-iqb-ga";"2018-ga-B";"4";""
"2018MgrundlegendBStochastikCAS";"2018";"grundlegend";"B";"Stochastik";"";"CAS";"";"2018-iqb-ga-mms";"2018-ga-B";"3";""
"2018MerhoehtAAnalysis11";"2018";"erhoeht";"A";"Analysis";"1";"";"1";"2018-iqb-ea";"2018-ea-A";"2";""
"2018MerhoehtAAnalysis12";"2018";"erhoeht";"A";"Analysis";"1";"";"2";"2018-iqb-ea";"2018-ea-A";"2";""
"2018MerhoehtAAnalysis2";"2018";"erhoeht";"A";"Analysis";"2";"";"";"2018-iqb-ea";"2018-ea-A";"2";""
"2018MerhoehtAAGLAA111";"2018";"erhoeht";"A";"AG/LA (A1)";"1";"";"1";"2018-iqb-ea";"2018-ea-A";"2";""
"2018MerhoehtAAGLAA112";"2018";"erhoeht";"A";"AG/LA (A1)";"1";"";"2";"2018-iqb-ea";"2018-ea-A";"2";""
"2018MerhoehtAAGLAA12";"2018";"erhoeht";"A";"AG/LA (A1)";"2";"";"";"2018-iqb-ea";"2018-ea-A";"2";""
"2018MerhoehtAAGLAA211";"2018";"erhoeht";"A";"AG/LA (A2)";"1";"";"1";"2018-iqb-ea";"2018-ea-A";"2";""
"2018MerhoehtAAGLAA212";"2018";"erhoeht";"A";"AG/LA (A2)";"1";"";"2";"2018-iqb-ea";"2018-ea-A";"2";""
"2018MerhoehtAAGLAA22";"2018";"erhoeht";"A";"AG/LA (A2)";"2";"";"";"2018-iqb-ea";"2018-ea-A";"2";""
"2018MerhoehtAStochastik11";"2018";"erhoeht";"A";"Stochastik";"1";"";"1";"2018-iqb-ea";"2018-ea-A";"2";""
"2018MerhoehtAStochastik12";"2018";"erhoeht";"A";"Stochastik";"1";"";"2";"2018-iqb-ea";"2018-ea-A";"2";""
"2018MerhoehtAStochastik2";"2018";"erhoeht";"A";"Stochastik";"2";"";"";"2018-iqb-ea";"2018-ea-A";"2";""
"2018MerhoehtBAnalysisWTR1";"2018";"erhoeht";"B";"Analysis";"";"WTR";"1";"2018-iqb-ea";"2018-ea-B";"5";""
"2018MerhoehtBAnalysisWTR2";"2018";"erhoeht";"B";"Analysis";"";"WTR";"2";"2018-iqb-ea";"2018-ea-B";"5";""
"2018MerhoehtBAnalysisCAS1";"2018";"erhoeht";"B";"Analysis";"";"CAS";"1";"2018-iqb-ea-mms";"2018-ea-B";"5";""
"2018MerhoehtBAnalysisCAS2";"2018";"erhoeht";"B";"Analysis";"";"CAS";"2";"2018-iqb-ea-mms";"2018-ea-B";"5";""
"2018MerhoehtBAnalysisCAS3";"2018";"erhoeht";"B";"Analysis";"";"CAS";"3";"2018-iqb-ea-mms";"2018-ea-B";"5";""
"2018MerhoehtBAGLAA1WTR";"2018";"erhoeht";"B";"AG/LA (A1)";"";"WTR";"";"2018-iqb-ea";"2018-ea-B";"4";""
"2018MerhoehtBAGLAA1CAS1";"2018";"erhoeht";"B";"AG/LA (A1)";"";"CAS";"1";"2018-iqb-ea-mms";"2018-ea-B";"5";""
"2018MerhoehtBAGLAA1CAS2";"2018";"erhoeht";"B";"AG/LA (A1)";"";"CAS";"2";"2018-iqb-ea-mms";"2018-ea-B";"4";""
"2018MerhoehtBAGLAA2WTR1";"2018";"erhoeht";"B";"AG/LA (A2)";"";"WTR";"1";"2018-iqb-ea";"2018-ea-B";"3";""
"2018MerhoehtBAGLAA2WTR2";"2018";"erhoeht";"B";"AG/LA (A2)";"";"WTR";"2";"2018-iqb-ea";"2018-ea-B";"4";""
"2018MerhoehtBAGLAA2WTR3";"2018";"erhoeht";"B";"AG/LA (A2)";"";"WTR";"3";"2018-iqb-ea";"2018-ea-B";"4";""
"2018MerhoehtBAGLAA2CAS1";"2018";"erhoeht";"B";"AG/LA (A2)";"";"CAS";"1";"2018-iqb-ea-mms";"2018-ea-B";"3";""
"2018MerhoehtBAGLAA2CAS2";"2018";"erhoeht";"B";"AG/LA (A2)";"";"CAS";"2";"2018-iqb-ea-mms";"2018-ea-B";"3";""
"2018MerhoehtBStochastikWTR1";"2018";"erhoeht";"B";"Stochastik";"";"WTR";"1";"2018-iqb-ea";"2018-ea-B";"3";""
"2018MerhoehtBStochastikWTR2";"2018";"erhoeht";"B";"Stochastik";"";"WTR";"2";"2018-iqb-ea";"2018-ea-B";"4";""
"2018MerhoehtBStochastikCAS1";"2018";"erhoeht";"B";"Stochastik";"";"CAS";"1";"2018-iqb-ea-mms";"2018-ea-B";"3";""
"2018MerhoehtBStochastikCAS2";"2018";"erhoeht";"B";"Stochastik";"";"CAS";"2";"2018-iqb-ea-mms";"2018-ea-B";"4";""
"2017MgrundlegendAAnalysis11";"2017";"grundlegend";"A";"Analysis";"1";"";"1";"2017-iqb-ga";"2017-ga-A";"2";""
"2017MgrundlegendAAnalysis12";"2017";"grundlegend";"A";"Analysis";"1";"";"2";"2017-iqb-ga";"2017-ga-A";"2";""
"2017MgrundlegendAAnalysis2";"2017";"grundlegend";"A";"Analysis";"2";"";"";"2017-iqb-ga";"2017-ga-A";"2";""
"2017MgrundlegendAAGLAA11";"2017";"grundlegend";"A";"AG/LA (A1)";"1";"";"";"2017-iqb-ga";"2017-ga-A";"2";""
"2017MgrundlegendAAGLAA211";"2017";"grundlegend";"A";"AG/LA (A2)";"1";"";"1";"2017-iqb-ga";"2017-ga-A";"2";""
"2017MgrundlegendAAGLAA212";"2017";"grundlegend";"A";"AG/LA (A2)";"1";"";"2";"2017-iqb-ga";"2017-ga-A";"2";""
"2017MgrundlegendAAGLAA22";"2017";"grundlegend";"A";"AG/LA (A2)";"2";"";"";"2017-iqb-ga";"2017-ga-A";"2";""
"2017MgrundlegendAStochastik11";"2017";"grundlegend";"A";"Stochastik";"1";"";"1";"2017-iqb-ga";"2017-ga-A";"2";""
"2017MgrundlegendAStochastik12";"2017";"grundlegend";"A";"Stochastik";"1";"";"2";"2017-iqb-ga";"2017-ga-A";"2";""
"2017MgrundlegendAStochastik2";"2017";"grundlegend";"A";"Stochastik";"2";"";"";"2017-iqb-ga";"2017-ga-A";"2";""
"2017MgrundlegendBAnalysisWTR";"2017";"grundlegend";"B";"Analysis";"";"WTR";"";"2017-iqb-ga";"2017-ga-B";"4";""
"2017MgrundlegendBAnalysisCAS";"2017";"grundlegend";"B";"Analysis";"";"CAS";"";"2017-iqb-ga-mms";"2017-ga-B";"5";""
